Módulo,Operação,Tarefa,ID (mapeamento),Projeto,ID_US,DESC_US,ID_Task,DESC_Task,Tipo,Mapeado? (SIM ou NAO),Origem
X,X,X,384,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42275,Visualização/importação de Invoice Details,Tecnica,Nao,Virtus
X,X,X,385,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42276,Visualização/importação do Part Type,Tecnica,Nao,Virtus
X,X,X,386,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42278,Visualização/importação Product Category,Tecnica,Nao,Virtus
X,X,X,387,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42279,Visualização/importação Returned Machines,Tecnica,Nao,Virtus
X,X,X,388,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42281,Visualização/importação de SKU,Tecnica,Nao,Virtus
X,X,X,389,NewPCS,#16537,Atualização do User Guide com detalhamento de requisito,#42282,Visualização/importação Supplier,Tecnica,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar rota de inserção de dados,390,NewPCS,#16539,Ajustes em PPB rules,#42287,Não permitir a alteração da pontuação máxima para etapas do tipo comp. em P&D quando o valor for menor do que o já investido.,Negocio,Sim,Virtus
X,X,X,391,NewPCS,#16539,Ajustes em PPB rules,#42288,Evitar/tratar a adição de etapas produtivas sem pontuação máxima,Negocio,Nao,Virtus
X,X,X,392,NewPCS,#16541,Merge de código com o Venturus,#42289,Atualização UFCG < VNT,Tecnica,Nao,Virtus
X,X,X,393,NewPCS,#16541,Merge de código com o Venturus,#42290,Atualização UFCG > VNT,Tecnica,Nao,Virtus
X,X,X,394,NewPCS,#15605,Bug fixing,#42885,Bug Fix 12743 - [Job Management] O sistema está exibindo uma mensagem de Erro ao inserir apenas espaços no campo Frequency,Tecnica,Nao,Virtus
X,X,X,395,NewPCS,#15605,Bug fixing,#42889,Bug Fix 12671 - [Job] O campo Description está sendo obrigatório para modificação de um registro,Tecnica,Nao,Virtus
X,X,X,396,NewPCS,#15605,Bug fixing,#42802,Bug Fix 12691 - [R&D] O sistema está exibindo uma mensagem de erro na criação/alteração de um investimento em P&D sem etapa produtiva do tipo,Tecnica,Nao,Virtus
X,X,X,397,NewPCS,#15605,Bug fixing,#42819,Bug Fix 12695 - [Invoice] O sistema está permitindo inserir uma nota sem informar nenhum partnumber,Tecnica,Nao,Virtus
X,X,X,398,NewPCS,#15605,Bug fixing,#42852,Bug Fix 12696 - [Invoice Details] Label incorreta ao exibir as opções de filtro,Tecnica,Nao,Virtus
X,X,X,399,NewPCS,#15605,Bug fixing,#42857,Bug Fix 12688 - [R&D] O sistema está permitindo preencher um valor maior que o limite no campo monetary value,Tecnica,Nao,Virtus
X,X,X,400,NewPCS,#15605,Bug fixing,#42860,Bug Fix 12700 - [Invoice Details] O limite da filtragem pelo campo Part Type está incorreto,Tecnica,Nao,Virtus
X,X,X,401,NewPCS,#15542,Geração de builds,#42407,Geração da build 14.4.0,Tecnica,Nao,Virtus
X,X,X,402,NewPCS,#15542,Geração de builds,#16230,[PPB Rules] Permitir compensação em P&D como etapa produtiva,Tecnica,Nao,Virtus
X,X,X,403,NewPCS,#15542,Geração de builds,#15744,[SKU] Remover “Part Categories Rate” que permitia uma “taxa” diferenciada de uma commodity para um dado SKU,Tecnica,Nao,Virtus
X,X,X,404,NewPCS,#15542,Geração de builds,#16231,[Detached Record] Remover a funcionalidade e todas referências do mesmo no sistema tratando “side-effects” dessa remoção.,Tecnica,Nao,Virtus
X,X,X,405,NewPCS,#15542,Geração de builds,#15771,[Overall] Tratamento geral de cálculos para considerar pontuação atingida ao invés do percentual,Tecnica,Nao,Virtus
X,X,X,406,NewPCS,#15542,Geração de builds,#12498,Government Report Parameters,Tecnica,Nao,Virtus
X,X,X,407,NewPCS,#15542,Geração de builds,#16234,"Alterar ""Master Customer"" para ""Brand Name""",Tecnica,Nao,Virtus
X,X,X,408,NewPCS,#15542,Geração de builds,#16530,"Alterar ""Commodity/Part Category"" para ""Part Type""",Tecnica,Nao,Virtus
Cadastro,Atualizar_dados,Criar tela alteração,409,SPGEC,#16759,Check-In no Refrigerador,#42902,Editar lotes,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,Validar Dados no Servidor,410,SPGEC,#16759,Check-In no Refrigerador,#42901,Enviar dados dos lotes para o servidor,Negocio,Sim,Virtus
X,X,X,411,SPGEC,#16759,Check-In no Refrigerador,#43091,Montagem do lote,Negocio,Nao,Virtus
X,X,X,412,SPGEC,#15056,Estabilização,#43520,Data no formato do SO. (corrigir conforme idioma do sistema - SI2),Negocio,Nao,Virtus
X,X,X,413,SPGEC,#15056,Estabilização,#43530,Correção de bugs,Tecnica,Nao,Virtus
X,X,X,414,SPGEC,#15056,Estabilização,#43600,Correção de bugs no fluxo do checkin,Tecnica,Nao,Virtus
X,X,X,415,SPGEC,#15056,Estabilização,#43709,Scrap de um insumo,Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar tela inserção,416,SPGEC,#15056,Estabilização,#43094,[Check-In] Correções de layout,Negocio,Sim,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar validação de dados no cliente,417,SPGEC,#15056,Estabilização,#43096,[Tela de detalhes] Corrigir o calculo da hora,Negocio,Sim,Virtus
X,X,X,418,SPGEC,#15056,Estabilização,#43099,[web] Aba pasta de solda e cola,Negocio,Nao,Virtus
X,X,X,419,SPGEC,#15056,Estabilização,#43100,[Web] Histórico,Negocio,Nao,Virtus
X,X,X,420,SPGEC,#15056,Estabilização,#43101,[Web] Equipamento,Negocio,Nao,Virtus
X,X,X,421,SPGEC,#15056,Estabilização,#43103,[Web] Configuração de insumo,Negocio,Nao,Virtus
X,X,X,422,SPGEC,#15056,Estabilização,#43104,[Web] Configuração de cliente,Negocio,Nao,Virtus
X,X,X,423,SPGEC,#15056,Estabilização,#43167,Correção de bugs,Tecnica,Nao,Virtus
X,X,X,424,SPGEC,#15056,Estabilização,#43266,[Web] Criar parâmetros para total de dias limite após retirada do refrigerador e total de horas para uso do insumo após aberto o pote,Negocio,Nao,Virtus
X,X,X,425,SPGEC,#15056,Estabilização,#43329,Criar ids no frontend para testes de UI,Negocio,Nao,Virtus
Cadastro,Modificar_inserção_de_dados,Modificar entidade no banco de dados,426,SPGEC,#16806,Check-in na máquina de descanso ou skip,#43107,Modificar o estado após check-out no refrigerador,Negocio,Sim,Virtus
X,X,X,427,SPGEC,#16806,Check-in na máquina de descanso ou skip,#43109,[web] Check-out na máquina de descanso,Negocio,Nao,Virtus
X,X,X,428,SPGEC,#16806,Check-in na máquina de descanso ou skip,#43110,Estabilização,Tecnica,Nao,Virtus
X,X,X,429,SPGEC,#16806,Check-in na máquina de descanso ou skip,#43799,[web]  Check-in na máquina de descanso. Fluxos alternativos.,Negocio,Nao,Virtus
X,X,X,430,SPGEC,#16806,Check-in na máquina de descanso ou skip,#43108,[web]  Check-in na máquina de descanso. Caminho feliz.,Negocio,Nao,Virtus
X,X,X,431,SPGEC,#15051,Calcular o vencimento dos insumos,#43119,Calcular o vencimento após mudança de estado,Negocio,Nao,Virtus
X,X,X,432,SPGEC,#15051,Calcular o vencimento dos insumos,#43121,Criar job para alerta de vencimento do fabricante,Negocio,Nao,Virtus
X,X,X,433,SPGEC,#15051,Calcular o vencimento dos insumos,#43122,Cadastrar variáveis globais para alerta de vencimento,Negocio,Nao,Virtus
X,X,X,434,SPGEC,#15051,Calcular o vencimento dos insumos,#43171,Criar job para alerta de vencimento após check-out no refrigerador,Negocio,Nao,Virtus
X,X,X,435,SPGEC,#15051,Calcular o vencimento dos insumos,#43172,Criar job para alerta de vencimento após abertura do insumo,Negocio,Nao,Virtus
X,X,X,436,SPGEC,#15051,Calcular o vencimento dos insumos,#15046,Atualizar a documentação de requisitos,Tecnica,Nao,Virtus
X,X,X,437,SPGEC,#15051,Calcular o vencimento dos insumos,#43120,Criar Job para verificação de vencimento,Negocio,Nao,Virtus
X,X,X,438,SPGEC,#15051,Calcular o vencimento dos insumos,#43113,Implementar estrutura base para os Jobs,Negocio,Nao,Virtus
X,X,X,439,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#42237,Ajustar o cálculo de pontuação geral e por cliente para considerar as Step exceptions,Negocio,Nao,Virtus
X,X,X,440,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44389,Code Review,Tecnica,Nao,Virtus
X,X,X,441,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44737,Implementar solução para tratar caso onde o usuário altera o campo Product Type após a inserção de um SKU Exception / tratar comportamento do autocomplete quando é habilitado por múltiplos componentes,Negocio,Nao,Virtus
X,X,X,442,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44900,Testes de integração,Tecnica,Nao,Virtus
X,X,X,443,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44390,Testes de unidade,Tecnica,Nao,Virtus
Cadastro,Inserir_dados,Criar tela inserção,444,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#42233,Criação de tela para gerenciamento de 'Step Exceptions',Negocio,Sim,Virtus
Cadastro,Inserir_dados,Persistir dados banco de dados,445,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44381,Ação de adição de registro,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,Atualizar dados banco de dados,446,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44382,Ação de atualização de registro,Negocio,Sim,Virtus
X,X,X,447,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44384,Modelagem de dados,Tecnica,Nao,Virtus
Cadastro,Remover_dados,Remover dados banco de dados,448,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44385,Remoção de registro,Negocio,Sim,Virtus
X,X,X,449,NewPCS,#16232,[Step Exceptions] Adicionar a possibilidade de adicionar “Productive Stages carrapato” para contabilização adicional,#44388,Atualização da trigger de delete cascade de PPB Rules,Tecnica,Nao,Virtus
X,X,X,450,NewPCS,#16988,Adicionar tela de Tax Origin,#44454,Criar metadata para relatório,Negocio,Nao,Virtus
X,X,X,451,NewPCS,#16988,Adicionar tela de Tax Origin,#44455,Implementar método Get e filtros,Negocio,Nao,Virtus
X,X,X,452,NewPCS,#16988,Adicionar tela de Tax Origin,#44456,Implementar testes de unidade,Tecnica,Nao,Virtus
X,X,X,453,NewPCS,#16988,Adicionar tela de Tax Origin,#44457,Criar tabela no banco de dados,Tecnica,Nao,Virtus
X,X,X,454,NewPCS,#16988,Adicionar tela de Tax Origin,#44487,Code Review,Tecnica,Nao,Virtus
,,,455,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44498,"Adicionar componente de seleção origens carregando os dados dinamicamente de ""Tax Origin""",,,
,,,456,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44490,Salvar/atualizar origens de etapas produtivas,,,
,,,457,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44491,Testes de unidade e integração,Tecnica,Nao,Virtus
,,,458,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44492,Code Review,Tecnica,Nao,Virtus
,,,459,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44514,Ajustar cálculos do core para levar em consideração as origens das etapas,,,
,,,460,NewPCS,#16989,[PPB Rules] Adicionar suporte a seleção de origin em Prod. Stages,#44488,"Transformar radio buttons de ""score"" em apenas um input com a mesma validação do input associado ao radio",,,
,,,461,NewPCS,#12525,PPB Score Report,#38988,Exportação do relatório para excel,,,
,,,462,NewPCS,#12525,PPB Score Report,#44379,Code Review,,,
,,,463,NewPCS,#12525,PPB Score Report,#44380,Testes de unidade e integração,,,
,,,464,NewPCS,#12525,PPB Score Report,,Implementação da consulta dos dados referentes ao relatório (Part 2),,,
,,,465,NewPCS,#12525,PPB Score Report,,"Layout da aba ""PPB Rules""",,,
,,,466,NewPCS,#12525,PPB Score Report,,Implementação da consulta dos dados referentes ao relatório (Part 1),,,
,,,467,NewPCS,#12525,PPB Score Report,,Adicionar suporte ao framework para permitir exportações customizadas e relatórios/formulários sem exportação,,,
,,,468,NewPCS,#12525,PPB Score Report,,Code Review,,,
,,,469,NewPCS,#16532,Adicionar link para CFOP nas NFs,,Adicionar link de CFOP nas NFs de compra\devolução\cancelamento,,,
,,,470,NewPCS,#12519,Manutenção do Core Engine,,Atualização do job de consolidação para considerar alteração de Part Types atrelados ao Part,,,
,,,471,NewPCS,#12519,Manutenção do Core Engine,,Validar link de NFs de venda considerando a adição de SKU,,,
,,,472,NewPCS,#12519,Manutenção do Core Engine,,Verificar link das NFs de venda e compra para considerar adição de Part,,,
,,,473,NewPCS,#12519,Manutenção do Core Engine,,Verificar link de NFs de compra para considerar adição de Supplier,,,
,,,474,NewPCS,#12519,Manutenção do Core Engine,,"Atualização do job de link de NFs de venda/compra para considerar atualização da flag ""Subsidized Operations"" em CFOP",,,
,,,475,NewPCS,#12519,Manutenção do Core Engine,,"Atualização dos job de balanço para considerar atualização de ""score"" de etapas produtivas",,,
,,,476,NewPCS,#12519,Manutenção do Core Engine,,"Atualização dos job de balanço para considerar atualização de ""surplus"" ou ""resid. diff.""",,,
,,,477,NewPCS,#12519,Manutenção do Core Engine,,Code Review,,,
,,,478,NewPCS,#12519,Manutenção do Core Engine,,Atualizar consolidação de Part Type para considerar Part Types adicionais nos Part Numbers,,,
,,,479,NewPCS,#12519,Manutenção do Core Engine,,Refatorar projeto do Dapper para ser instalado à partir do nuget,,,
,,,480,NewPCS,#12519,Manutenção do Core Engine,,Ajustes em referências desnecessárias do projeto,,,
,,,481,NewPCS,#12519,Manutenção do Core Engine,,Code Review,,,
,,,482,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Code Review,,,
,,,483,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Testes de unidade,,,
,,,484,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Ajuste na verificação de reconsolidação do balanço da portaria após implementação da flag indicará essa necessidade,,,
,,,485,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Persistência do histórico,,,
,,,486,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Cálculo do balanço da portaria,,,
,,,487,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Persistência/gerenciamento do balanço da portaria,,,
,,,488,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Alterar o status da notas ao final do processamento,,,
,,,489,NewPCS,#16984,[Scheduled Job] Tratamento do fechamento da portaria (cálculo de saldo total (crédito/débito) de pontos),,Code Review,,,
,,,490,NewPCS,#16986,Suporte a integrações com o Protheus,,Code Review,,,
,,,491,NewPCS,#16986,Suporte a integrações com o Protheus,,Testes de unidade e integração.,,,
,,,492,NewPCS,#16986,Suporte a integrações com o Protheus,,"Validar campos ""Required"" das entidades de integração com o Protheus, possibilitando que se algum campo não for enviado, que ele seja identificado na resposta",,,
,,,493,NewPCS,#16986,Suporte a integrações com o Protheus,,"Testes de unidade e integração Part, Supplier, Invoice Purchase e Product Category",,,
,,,494,NewPCS,#16986,Suporte a integrações com o Protheus,,Corrigir itens reportados pelo Michael,,,
,,,495,NewPCS,#16986,Suporte a integrações com o Protheus,,"Remover serviço de integração ""PartPartType""",,,
,,,496,NewPCS,#16986,Suporte a integrações com o Protheus,,"Transformar serviço de integração do ""Commercial Name"" em um serviço ""comum""",,,
,,,497,NewPCS,#16986,Suporte a integrações com o Protheus,,"Transformar serviço de integração do ""NCM"" em um serviço ""comum""",,,
,,,498,NewPCS,#16986,Suporte a integrações com o Protheus,,Teste Unidade e Integração SKU,,,
,,,499,NewPCS,#16986,Suporte a integrações com o Protheus,,Teste Unidade e Integração PART TYPE,,,
,,,500,NewPCS,#16987,"Remover alteração de ""Product Category"" na tela de Part",,Remover alteração,,,
,,,501,NewPCS,#16990,Sincronização com o repositório da VNT,,Sincronização Virtus <-> VNT (2/2),,,
,,,502,NewPCS,#16990,Sincronização com o repositório da VNT,,Sincronização Virtus <-> VNT (1/2),,,
,,,503,NewPCS,#17017,Integração com o PPB Link,,Criação de endpoint no SMOM de importação de NFs de venda,,,
,,,504,NewPCS,#17017,Integração com o PPB Link,,"Ajuste nas NFs do MesClient para ""marcar"" as que já foram enviadas ao newPCS com sucesso",,,
,,,505,NewPCS,#17017,Integração com o PPB Link,,Integração com o newPCS,,,
,,,506,NewPCS,#17017,Integração com o PPB Link,,Code Review,,,
,,,507,NewPCS,#17017,Integração com o PPB Link,,Testes de integração,,,
,,,508,NewPCS,#17017,Integração com o PPB Link,,Criar endPoint no SMOM para validação de notas importadas,,,
,,,509,NewPCS,#17017,Integração com o PPB Link,,Criação do Form no projeto SMOM e criação da consulta dos dados,,,
,,,510,NewPCS,#17017,Integração com o PPB Link,,Adicionar as tabelas do PPBLink no EDMX do SMOM.,,,
,,,511,NewPCS,#17017,Integração com o PPB Link,,Ajuste no Service da integração,,,
,,,512,NewPCS,#17017,Integração com o PPB Link,,Criação do método de atualização da tabela NFE,,,
,,,513,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Coletar dados de sumarização de Etapas Produtivas,,,
,,,514,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Code Review,,,
,,,515,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Criação de endpoint e estrutura de dados para o summary,,,
,,,516,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Coletar dados de sumarização do Produto/Identificação,,,
,,,517,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Coletar dados de sumarização de SKU,,,
,,,518,NewPCS,#17043,"Disponibilizar endpoint com o ""PPB Summary"" de uma dada portaria",,Code Review,,,
,,,519,NewPCS,#14890,Reagrupar os itens do menu principal,,Ajustar agrupamentos,,,
,,,520,NewPCS,#14890,Reagrupar os itens do menu principal,,"Ajustar o ""code generator"" para permitir a ordenação dos itens de menu",,,
,,,521,NewPCS,#14890,Reagrupar os itens do menu principal,,Code Review,,,
,,,522,NewPCS,#17062,Geração de Builds,,Geração da Build v0.15.1,,,
Autenticação,Criar_conta,,523,ARTools,#11971,[Adm] Eu como Gerente de TI gostaria de Cadastrar um Usuário,#25746,Criar(Editar) Front-End da criação de Usuário.,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,,524,ARTools,#11971-2,[Adm] Eu como Gerente de TI atualizar o Cadastrar um Usuário,#25746,Criar(Editar) Front-End da criação de Usuário.,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,,525,ARTools,#11971-3,[Adm] Eu como Gerente de TI gostaria de listar Usuários,#25747,[Back] Criar api de criação de Usuário.,Negocio,Sim,Virtus
Autenticação,Criar_conta,,526,ARTools,#11972,[Adm] Eu como Gerente de TI gostaria de Cadastrar os Perfis de Usuário,#25741,[Infra] Criar arcabouço do projeto,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,,527,ARTools,#11972-2,[Adm] Eu como Gerente de TI gostaria de atualizar o cadastro dos Perfis de Usuário,#25743,[Back] Criar api de criação de Perfil.,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,,528,ARTools,#11972 -3,[Adm] Eu como GERENTE de TI gostaria de listar os Perfis de Usuário,#25744,[Web] Criar(Editar) Front-End da criação de Perfil.,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,,529,ARTools,#11972-3,[Adm] Eu como Gerente de TI gostaria de Listar os Perfis de Usuário,#25834,"[Back] Adicionar as permissões ao ""script"" do mongobee.",Negocio,Sim,Virtus
Autenticação,Criar_conta,,530,ARTools,#11973,[Adm] Eu como Gerente de TI gostaria de criar Permissões do Usuário,#25737,[WEB] Criar o front-end,Negocio,Sim,Virtus
Cadastro,Atualizar_dados,,531,ARTools,#11973-2,[Adm] Eu como Gerente de TI gostaria de atualizar as Permissões do Usuário,#25740,[Back] Criar api de listagem.,Negocio,Sim,Virtus
Cadastro,Recuperação_de_dados,,532,ARTools,#11973-3,[Adm] Eu como Gerente de TI gostaria de listarPermissões do Usuário,#25740,[Back] Criar api de listagem.,Negocio,Sim,Virtus
,,,,,,,,,,,
,,,,,,,,,,,
,,,,ARTools,,,,,,,
,,,,ARTools,,,,,,,
,,,,ARTools,,,,,,,
,,,,ARTools,,,,,,,
